DATETIME,WORKINGGROUP,INPUT_FORMAT_SHORT,INPUT_FORMAT_DESC,INPUT_PROJECT,N_TASKS,N_FILES
2021-06-06,,DAOD,EGAM,mc16_13TeV,25,597
2021-06-06,,EVNT,,mc15_13TeV,27,61
2021-06-06,phys-higgs,DAOD,HIGGD,mc16_13TeV,293,619
2021-06-06,,DAOD,SUSY,data15_13TeV,22,372
2021-06-06,,DAOD,STDM,data16_13TeV,209,930
2021-06-06,,AOD,,data18_hi,7,117
2021-06-06,,AOD,,data17_5TeV,47,107
2021-05-02,,DESDM,MCP,data17_13TeV,3,3
2021-05-02,,AOD,,data18_13TeV,4,4
2021-05-09,,DAOD,SUSY,data15_13TeV,17,45
2021-05-16,phys-exotics,DAOD,EXOT,data18_13TeV,18,84
2021-05-16,,ESD,,mc16_13TeV,8,8
2021-05-16,,DAOD,ZMUMU,data16_13TeV,8,8
2021-05-16,,DAOD,PHYSVAL,mc16_13TeV,6,6
2021-05-30,,DAOD,TAUP,data16_13TeV,3,54
2021-05-23,,DAOD,TOPQ,data17_5TeV,13,13
2021-05-30,,AOD,,data18_13TeV,3,10
2021-05-30,phys-hi,EVNT,,mc15_pPb8TeV,3,3
2021-06-06,,DAOD,IDPIXLUMI,data18_13TeV,3,3
2021-06-06,,DAOD,BPHY,mc16_13TeV,22,76
2021-04-18,,DAOD,IDNCB,data18_13TeV,1,1
2021-04-25,phys-exotics,DAOD,EXOT,data16_13TeV,1,151
2021-12-19,,DAOD,HIGGD,mc16_13TeV,1915,3249
2021-05-02,,DAOD,IDNCB,data17_13TeV,1,1
2021-05-02,,DAOD,IDTIDE,mc16_13TeV,1,1
2021-05-09,phys-exotics,EVNT,,mc16_13TeV,5,15
2021-05-16,,DAOD,FTAG,data16_13TeV,11,156
2021-05-23,,DAOD,BPHY,data15_13TeV,2,80
2021-05-16,,DAOD,MUON,mc16_13TeV,3,9
2021-05-16,,EVNT,,mc12_8TeV,1,1
2021-05-30,,ESD,,mc15_14TeV,3,3
2021-06-06,,DAOD,HDBS,data18_13TeV,1,229
2021-06-13,,DAOD,EXOT,data17_13TeV,457,1343
2021-06-06,,DAOD,TCAL,mc16_13TeV,3,5
2021-05-02,,DAOD,TOPQ,data17_13TeV,4,744
2021-05-30,,DAOD,FTAG,data18_13TeV,1,194
2021-07-18,,DAOD,EXOT,mc16_13TeV,3446,6551
2021-05-02,det-muon,ESD,,mc16_13TeV,5,5
2021-05-30,,DAOD,EGAM,data17_13TeV,1,209
2021-06-13,,DAOD,ZMUMU,data18_13TeV,3,3
2021-06-06,phys-hdbs,DAOD,HIGGD,data18_13TeV,194,387
2021-06-13,,DAOD,HIGGD,data15_13TeV,116,116
2021-05-09,,DESDM,EXOTHIP,data18_13TeV,1,229
2021-05-23,phys-exotics,DAOD,EXOT,data17_13TeV,1,20
2021-06-13,,DAOD,PHYS,data16_13TeV,3,57
2021-05-02,phys-exotics,DAOD,EXOT,data17_13TeV,3,76
2021-06-20,,AOD,,mc15_14TeV,12,19
2021-06-06,phys-exotics,DAOD,EXOT,data16_13TeV,2,302
2021-06-06,,AOD,,data17_13TeV,6,20
2021-06-06,,NTUP,PILEUP,mc16_13TeV,45,45
2021-06-13,,,,data17_13TeV,14,14
2021-06-13,phys-hi,RDO,,mc16_valid,2,2
2021-06-13,,EVNT,,mc15_13TeV,29,54
2021-06-13,phys-susy,DAOD,SUSY,data15_13TeV,1,100
2021-06-20,,DAOD,STDM,data18_13TeV,255,1230
2021-06-20,,DAOD,SUSY,data18_13TeV,671,3570
2021-06-20,,DAOD,BPHY,data18_13TeV,1,194
2021-06-20,,HITS,,mc16_13TeV,13,34
2021-06-27,,DAOD,SUSY,data18_13TeV,52,3142
2021-06-20,,DAOD,IDPIXLUMI,data16_13TeV,3,3
2021-06-20,phys-exotics,DAOD,EXOT,mc16_13TeV,374,374
2021-06-20,,DAOD,EGAM,data16_13TeV,14,2184
2021-06-27,perf-muons,DAOD,MUON,mc16_13TeV,153,362
2021-07-11,,DAOD,SUSY,data17_13TeV,31,297
2021-06-27,,DAOD,SUSY,data17_13TeV,24,448
2021-06-27,,HITS,,mc16_13TeV,56,508
2021-06-27,,DAOD,STDM,data18_13TeV,440,1512
2021-06-27,,DAOD,STDM,data17_13TeV,444,2194
2021-06-27,,DAOD,PHYSLITE,data17_13TeV,3,246
2021-09-19,,DAOD,FTAG,mc16_13TeV,140,365
2021-06-27,,DAOD,HDBS,mc16_13TeV,107,252
2021-06-27,,DAOD,TRUTH,mc16_13TeV,2,18
2021-07-04,,DAOD,TOPQ,data16_13TeV,16,2496
2021-06-27,,DAOD,EXOT,data17_13TeV,234,901
2021-07-18,,AOD,,data18_hi,69,69
2021-06-27,,AOD,,data18_900GeV,1,1
2021-06-27,,DAOD,EXOT,data15_13TeV,106,106
2021-07-04,phys-susy,DAOD,SUSY,mc16_13TeV,259,383
2021-07-04,perf-muons,DAOD,MUON,mc16_13TeV,17,89
2021-08-15,,DAOD,PHYS,mc16_13TeV,453,12598
2021-07-04,,EVNT,,mc16_13TeV,56,212
2021-07-04,trig-hlt,DAOD,JETM,data17_13TeV,59,59
2021-07-04,,TXT,,mc15_13TeV,23,361
2021-07-11,,DAOD,FTAG,mc16_13TeV,48,147
2021-07-04,,DAOD,STDM,data17_13TeV,14,897
2021-07-04,,,,data18_13TeV,6,6
2021-07-11,,DAOD,STDM,data17_13TeV,220,1184
2021-07-04,,ESD,,mc15_14TeV,4,4
2021-07-04,phys-exotics,AOD,,mc16_13TeV,1,1
2021-07-11,,DAOD,JETM,data18_13TeV,18,18
2021-07-11,,DAOD,TAUP,data17_13TeV,5,96
2021-07-18,,DAOD,TRUTH,mc15_13TeV,393,2709
2021-07-18,,DAOD,FTAG,data17_13TeV,8,8
2021-07-18,,DAOD,TOPQ,mc16_5TeV,442,464
2021-08-01,,EVNT,,mc16_13TeV,102,530
2021-07-18,phys-top,DAOD,TOPQ,mc16_13TeV,393,997
2021-07-18,,DAOD,IDNCB,data17_13TeV,324,324
2021-07-25,,DAOD,IDNCB,data17_13TeV,715,715
2021-07-18,,,,data18_13TeV,8,8
2021-07-18,,DAOD,EGAM,data17_13TeV,435,2305
2021-07-25,,DAOD,EXOT,data15_13TeV,27,118
2021-07-25,perf-muons,DAOD,MUON,mc16_13TeV,353,812
2021-06-13,,RDO,,mc16_13TeV,7,7
2021-08-01,phys-susy,DAOD,SUSY,mc16_13TeV,2,1650
2021-06-20,,DAOD,IDPIXLUMI,data18_13TeV,9,9
2021-06-20,,EVNT,,mc15_7TeV,5,5
2021-06-27,,TXT,,mc15_13TeV,7,22
2021-06-27,perf-idtracking,HITS,,mc16_13TeV,2,6
2021-07-04,,AOD,,mc16_valid,2,2
2021-07-11,,DAOD,IDPIXLUMI,data18_13TeV,10,10
2021-07-11,,DAOD,IDPIXLUMI,data15_13TeV,3,3
2021-07-11,,,,data16_13TeV,1,1
2021-08-01,,,,data15_13TeV,10,10
2021-07-18,,DAOD,JETM,data15_13TeV,6,66
2021-08-15,,DAOD,EGAM,mc16_13TeV,22,676
2021-06-06,,DAOD,FTAG,data16_13TeV,3,3
2021-06-13,phys-higgs,DAOD,HIGGD,data16_13TeV,1,1
2021-06-20,perf-muons,DAOD,MUON,data16_13TeV,1,130
2021-06-27,,DAOD,IDNCB,data16_13TeV,6,6
2021-10-03,,DAOD,EXOT,mc16_13TeV,1203,3980
2021-07-11,,DAOD,HION,mc16_5TeV,5,10
2021-07-25,,DAOD,TOPQ,data17_13TeV,6,1116
2021-08-01,,AOD,,data15_13TeV,7,108
2021-10-10,,DAOD,TOPQ,mc16_13TeV,1969,4513
2021-07-04,,DAOD,IDPIXLUMI,data16_13TeV,2,2
2021-11-07,,DAOD,EXOT,mc16_13TeV,1436,3621
2021-08-15,,DAOD,EXOT,mc16_13TeV,2716,4884
2021-06-20,,,,data17_13TeV,1,1
2021-06-20,perf-jets,DAOD,JETM,mc16_13TeV,3,90
2021-07-04,,,,data17_13TeV,1,1
2021-07-11,,DAOD,HION,data17_hi,1,1
2022-06-19,,EVNT,,mc16_13TeV,314,1989
2021-07-04,perf-idtracking,HITS,,mc16_13TeV,1,3
2021-07-18,,DAOD,JETM,data17_13TeV,1,197
2021-06-27,,DAOD,MUON,data17_13TeV,1,209
2021-07-04,perf-muons,DAOD,ZMUMU,data18_13TeV,1,1
2021-06-27,det-indet,HITS,,mc16_13TeV,1,1
2021-06-13,det-indet,HITS,,mc15_13TeV,1,2
2021-07-25,phys-susy,DAOD,SUSY,data16_13TeV,1,156
2021-07-04,,DESDM,MCP,data15_13TeV,1,1
2021-07-04,,,,data16_13TeV,1,1
2021-07-25,,DAOD,IDNCB,data16_13TeV,323,323
2021-07-25,perf-muons,DAOD,MUON,data18_13TeV,11,635
2021-07-25,,DAOD,EGAM,data17_13TeV,20,3324
2021-08-01,phys-sm,DAOD,STDM,data16_13TeV,10,151
2021-08-01,,,,data17_13TeV,1,1
2021-08-01,,RDO,,mc16_13TeV,13,15
2021-08-08,,DAOD,EXOT,data17_13TeV,265,936
2021-08-29,phys-top,DAOD,TOPQ,mc16_13TeV,27,54
2021-08-22,phys-top,DAOD,TOPQ,mc16_13TeV,7,9
2021-08-15,phys-top,DAOD,TOPQ,mc16_13TeV,38,66
2021-08-08,,DAOD,STDM,data18_13TeV,32,641
2021-08-08,,DAOD,STDM,data17_13TeV,27,734
2021-08-08,,AOD,,mc15_14TeV,61,98
2021-09-19,phys-hdbs,DAOD,HIGGD,mc16_13TeV,58,248
2021-08-08,,DAOD,EXOT,data15_13TeV,113,428
2021-09-12,,DAOD,EXOT,mc16_13TeV,2440,5324
2021-08-08,,DAOD,HIGGD,data16_13TeV,664,1244
2021-10-10,,DAOD,TRUTH,mc15_13TeV,57,240
2021-08-08,,DAOD,BPHY,data16_13TeV,17,253
2021-08-15,,AOD,,data17_13TeV,12,221
2021-08-08,phys-exotics,DAOD,EXOT,mc16_13TeV,235,236
2021-08-15,,HITS,,mc16_13TeV,16,81
2021-08-15,,DAOD,HDBS,data16_13TeV,9,117
2021-08-22,,DAOD,JETM,mc16_13TeV,128,460
2021-08-15,,DAOD,HDBS,mc16_13TeV,105,235
2021-08-15,,RDO,,mc15_14TeV,3,3
2021-08-22,,DAOD,TOPQ,data16_13TeV,5,780
2021-08-22,,DAOD,STDM,data16_13TeV,55,911
2021-08-22,perf-jets,DAOD,JETM,mc16_13TeV,24,194
2021-08-29,,,,data18_13TeV,4,4
2021-09-12,,DAOD,TOPQ,mc16_13TeV,2329,8639
2021-08-29,,,,data17_13TeV,162,162
2021-09-05,phys-hdbs,DAOD,HIGGD,mc16_13TeV,20,33
2021-08-29,,HITS,,mc16_13TeV,4,12
2021-08-29,,DAOD,HIGGD,data18_13TeV,235,1239
2021-09-12,,DAOD,SUSY,mc16_13TeV,1799,4611
2021-08-29,,DAOD,JETM,data18_13TeV,13,253
2021-09-05,,DAOD,HIGGD,data15_13TeV,353,353
2021-09-19,,DAOD,STDM,data16_13TeV,13,349
2021-09-05,,DAOD,EXOT,data17_13TeV,57,2347
2021-09-19,,DAOD,EXOT,mc16_13TeV,1352,2926
2021-09-19,,DAOD,JETM,mc16_13TeV,748,1773
2021-09-12,,DAOD,JETM,mc16_13TeV,504,1305
2021-09-26,,DAOD,JETM,mc16_13TeV,342,856
2021-09-12,,,,data17_13TeV,30,30
2021-10-17,,DAOD,PHYS,mc16_13TeV,2027,4700
2021-09-05,,DAOD,TOPQ,data17_5TeV,38,38
2021-09-05,,DAOD,TOPQ,mc16_5TeV,74,76
2021-09-12,,DAOD,HIGGD,data16_13TeV,80,80
2021-09-12,,EVNT,,mc15_13TeV,58,63
2021-09-12,,DESDM,MCP,data17_13TeV,26,26
2021-09-12,,AOD,,data15_5TeV,25,25
2021-09-12,,AOD,,data17_5TeV,27,51
2021-09-19,,DAOD,TOPQ,data15_13TeV,13,858
2021-09-19,,DAOD,EGAM,data18_13TeV,112,3065
2021-09-19,,RDO,,mc16_13TeV,55,59
2021-09-19,,DESDM,EOVERP,data17_13TeV,22,22
2021-09-19,,DAOD,JETM,data15_13TeV,25,355
2021-09-19,,DAOD,JETM,data17_13TeV,26,776
2021-09-19,,TXT,,mc15_13TeV,231,1102
2021-09-19,,DAOD,IDNCB,data17_13TeV,351,351
2021-09-19,,DAOD,BPHY,data16_13TeV,28,28
2021-09-26,,DAOD,SUSY,data16_13TeV,5,211
2021-09-26,,EVNT,,mc15_13TeV,113,147
2021-09-26,,DAOD,STDM,data16_13TeV,65,978
2021-09-26,,DAOD,IDNCB,data18_13TeV,9,9
2021-09-26,,DAOD,PHYS,data16_13TeV,30,466
2021-08-29,,DAOD,EGAM,data17_13TeV,11,1548
2021-07-25,,DAOD,STDM,mc16_valid,4,8
2021-08-01,,HITS,,mc16_13TeV,7,17
2021-10-17,,DAOD,SUSY,mc16_13TeV,1307,4015
2021-08-08,,DAOD,SUSY,data16_13TeV,1,151
2021-08-22,,DAOD,BPHY,data18_13TeV,4,64
2021-08-15,,DAOD,PHYS,data15_13TeV,4,64
2021-08-22,,DAOD,HDBS,mc16_13TeV,3,18
2021-09-19,,DAOD,FTAG,data18_13TeV,4,69
2021-10-17,,DAOD,TOPQ,mc16_13TeV,3599,8161
2021-09-05,,DAOD,PHYSVAL,mc16_13TeV,7,7
2021-10-24,,DAOD,TOPQ,data17_13TeV,13,2418
2021-09-19,,,,data18_13TeV,7,7
2021-09-19,,,,data17_13TeV,8,8
2021-09-19,,,,data16_13TeV,2,2
2021-09-26,,DAOD,IDNCB,data16_13TeV,5,5
2021-07-18,,EVNT,,mc15_valid,2,2
2021-08-01,,DAOD,IDNCB,data16_13TeV,2,2
2021-07-25,,DAOD,HION,data18_hi,2,164
2021-08-01,,DAOD,EGAM,data17_13TeV,5,1045
2021-08-08,,log,,mc16_13TeV,2,2
2021-08-29,,DAOD,JETM,data17_13TeV,8,197
2021-09-05,,DAOD,TOPQ,data15_13TeV,6,396
2021-10-31,,TXT,,mc15_13TeV,188,377
2021-09-12,,AOD,,mc16_5TeV,12,13
2021-09-12,,DAOD,HIGGD,data15_13TeV,6,71
2021-09-19,,AOD,,mc16_valid,3,3
2021-10-03,,DAOD,SUSY,data15_13TeV,100,100
2021-07-18,,RDO,,mc15_14TeV,2,2
2021-08-29,phys-top,DAOD,TOPQ,data17_13TeV,1,186
2021-09-05,,HITS,,mc16_13TeV,4,12
2021-09-19,,DAOD,PHYS,data17_13TeV,3,18
2022-01-30,,AOD,,data15_13TeV,4,4
2021-08-08,det-indet,EVNT,,mc16_13TeV,1,1
2021-08-22,,DESDM,EXOTHIP,data16_13TeV,1,132
2021-09-19,phys-higgs,DAOD,STDM,mc16_13TeV,2,2
2021-07-18,perf-muons,DAOD,MUON,data16_13TeV,1,129
2021-08-01,phys-susy,,,data18_13TeV,1,1
2021-08-01,,NTUP,MINBIAS,data12_8TeV,2,2
2021-08-29,phys-top,DAOD,TOPQ,data15_13TeV,1,66
2021-09-05,,,,data18_13TeV,3,3
2021-09-12,perf-muons,DAOD,MUON,data15_13TeV,1,106
2021-09-26,,DAOD,STDM,data18_13TeV,54,1016
2021-07-18,,,,data17_13TeV,1,1
2021-08-22,,DAOD,TOPQ,data18_13TeV,3,582
2021-08-29,phys-exotics,DAOD,TOPQ,mc16_13TeV,1,1
2021-11-14,,DAOD,EXOT,mc16_13TeV,1247,2081
2021-09-26,perf-jets,AOD,,mc16_13TeV,1,3
2021-08-08,,DAOD,SUSY,data17_13TeV,1,186
2021-08-29,,AOD,,data17_5TeV,1,13
2021-08-22,,DAOD,HION,data17_hi,1,1
2021-09-19,,DAOD,BPHY,data15_13TeV,1,106
2021-10-03,phys-higgs,DAOD,HIGGD,mc16_13TeV,114,157
2021-10-03,,DAOD,TOPQ,data17_13TeV,6,931
2021-10-03,,DAOD,FTAG,data17_13TeV,9,208
2021-11-28,,DAOD,PHYS,mc16_13TeV,288,2887
2021-10-10,phys-higgs,DAOD,PHYS,data15_13TeV,15,209
2021-10-10,,DAOD,STDM,data16_13TeV,27,425
2021-10-10,,DAOD,BPHY,data18_13TeV,28,1628
2021-10-17,,,,data18_13TeV,88,88
2021-10-31,phys-hdbs,DAOD,HIGGD,mc16_13TeV,8,16
2021-11-21,,DAOD,PHYS,data17_13TeV,19,488
2021-10-31,,EVNT,,mc16_13TeV,679,3700
2021-10-24,,DAOD,EGAM,data17_13TeV,3,618
2021-10-17,phys-higgs,DAOD,PHYS,data16_13TeV,7,109
2021-10-17,,ESD,,mc16_13TeV,17,19
2021-10-17,,DAOD,TOPQ,data16_13TeV,6,936
2021-10-17,,DAOD,MUON,data18_13TeV,2,33
2021-10-17,,AOD,,mc15_13TeV,16,16
2021-11-14,,AOD,,data18_13TeV,65,334
2021-10-17,phys-gener,EVNT,,mc15_13TeV,25,41
2021-10-24,,DAOD,HIGGD,data17_13TeV,895,1450
2021-10-24,,DAOD,HION,mc16_5TeV,5,5
2021-10-31,,DAOD,HIGGD,mc16_13TeV,10061,21041
2021-11-14,,AOD,,data18_hi,72,342
2021-10-24,,DAOD,IDTIDE,data18_13TeV,40,40
2021-11-21,,EVNT,,mc15_13TeV,43,87
2021-10-31,,DAOD,HIGGD,data17_13TeV,577,762
2021-10-31,phys-exotics,DAOD,EXOT,mc16_13TeV,10,93
2021-10-31,,,,data17_13TeV,1,1
2021-10-31,,DAOD,HIGGD,data18_13TeV,207,593
2021-10-31,,DAOD,HIGGD,data15_13TeV,66,66
2021-10-31,,DAOD,TOPQ,data18_13TeV,12,2328
2021-11-14,perf-muons,DAOD,MUON,data17_13TeV,13,313
2021-11-07,,DAOD,JETM,data17_13TeV,53,1146
2021-11-14,,DAOD,TRUTH,mc15_13TeV,897,3721
2021-11-07,,DAOD,EXOT,data18_13TeV,1,194
2021-10-10,phys-gener,EVNT,,mc16_13TeV,6,14
2021-10-17,,DAOD,IDTIDE,data18_13TeV,6,6
2021-10-17,,AOD,,data17_5TeV,14,26
2021-10-24,,,,data16_13TeV,3,3
2022-05-29,,DAOD,STDM,mc16_13TeV,516,1734
2021-10-17,,DAOD,HDBS,mc16_13TeV,3,4
2021-10-24,,DAOD,EGZ,data18_13TeV,5,5
2022-06-05,,EVNT,,mc15_13TeV,29,122
2021-09-26,,DAOD,TAUP,data15_13TeV,6,66
2021-10-03,,DAOD,IDPIXLUMI,data18_13TeV,1,1
2021-10-10,,DAOD,TOPQ,data17_13TeV,4,744
2021-10-03,,,,data15_13TeV,1,1
2021-10-17,,DAOD,HDBS,data17_13TeV,3,627
2021-10-24,,log,,mc15_13TeV,1,3
2021-11-21,,DAOD,TOPQ,data18_13TeV,8,1552
2021-11-07,,AOD,,mc20_13TeV,3,6
2021-10-31,,ESD,,data21_900GeV,2,2
2021-10-10,,AOD,,data16_13TeV,4,156
2021-10-17,,DAOD,EGAM,data15_13TeV,2,210
2021-10-24,,DAOD,EGAM,data15_13TeV,1,105
2021-10-10,,DAOD,EGAM,data15_13TeV,4,421
2021-10-31,phys-higgs,DAOD,STDM,mc16_13TeV,1,2
2021-10-24,,DAOD,BPHY,data15_13TeV,2,132
2021-11-28,,DAOD,EXOT,mc16_13TeV,1053,2118
2021-11-21,,DAOD,SUSY,data17_13TeV,11,276
2021-10-03,,,,data18_13TeV,1,1
2021-10-24,,DAOD,EGAM,data18_13TeV,3,685
2021-10-24,,DAOD,IDNCB,data17_13TeV,1,1
2021-10-24,,log,,mc16_13TeV,1,1
2021-10-31,,DAOD,ZMUMU,data17_13TeV,1,1
2021-10-31,,AOD,,data17_13TeV,2,2
2021-11-14,,DAOD,PHYS,data15_13TeV,14,181
2021-10-24,,DAOD,BPHY,data17_13TeV,2,372
2021-10-31,,DAOD,ZMUMU,data15_13TeV,1,1
2021-10-31,,DAOD,ZMUMU,data18_13TeV,1,1
2021-09-26,,DESDM,MCP,data15_13TeV,1,1
2021-10-10,,DAOD,FTAG,mc16_valid,1,1
2022-01-02,,DAOD,HIGGD,mc16_13TeV,3078,7393
2021-11-21,,DAOD,JETM,mc16_13TeV,161,499
2021-10-31,,DAOD,FTAG,data18_13TeV,1,194
2021-11-21,,DAOD,EGAM,data17_13TeV,2,212
2021-11-14,,DAOD,HIGGD,data17_13TeV,493,713
2021-11-14,,EVNT,,mc15_valid,40,40
2021-11-21,,DAOD,BPHY,data15_13TeV,18,168
2021-11-21,,DAOD,BPHY,data18_13TeV,139,551
2021-11-14,,AOD,,data17_5TeV,2,2
2021-11-28,,AOD,,data17_13TeV,18,25
2021-11-14,,TXT,,mc15_13TeV,48,240
2021-11-21,,DAOD,EXOT,data16_13TeV,102,8043
2021-11-21,,DAOD,EXOT,data17_13TeV,56,9763
2021-11-28,,DAOD,HIGGD,data18_13TeV,279,843
2021-11-21,,AOD,,mc15_13TeV,11,11
2021-12-12,phys-sm,DAOD,STDM,mc16_13TeV,131,251
2021-11-21,,DAOD,TAUP,data17_13TeV,209,209
2021-11-28,,DAOD,PHYS,data16_13TeV,31,437
2021-11-28,,DAOD,PHYS,data18_13TeV,33,570
2021-11-28,,DAOD,MUON,data18_13TeV,1,32
2021-11-28,,DAOD,EGAM,data18_13TeV,1811,2039
2021-11-28,,DAOD,JETM,data18_13TeV,64,1191
2021-11-28,,AOD,,data17_5TeV,9,47
2021-11-28,,DAOD,JETM,data16_13TeV,9,129
2021-11-28,,DAOD,JETM,data17_13TeV,8,185
2021-11-28,,DAOD,PHYSVAL,mc16_13TeV,25,27
2021-12-05,perf-tau,HITS,,mc16_13TeV,2,2
2021-12-05,,DAOD,BPHY,mc16_13TeV,231,507
2021-12-12,,DAOD,EGAM,mc16_13TeV,44,1071
2021-12-12,,DAOD,JETM,mc16_13TeV,142,335
2021-12-05,,EVNT,,mc15_valid,34,34
2021-12-19,phys-sm,DAOD,STDM,data18_13TeV,10,194
2022-01-16,,DAOD,TOPQ,mc16_13TeV,1847,5350
2021-12-12,,,,data16_13TeV,7,7
2021-12-12,,EVNT,,mc15_13TeV,56,65
2021-12-12,perf-jets,AOD,,mc16_13TeV,25,64
2021-12-12,,ESD,,mc16_13TeV,9,11
2021-12-12,,DAOD,HIGGD,data18_13TeV,205,398
2021-12-12,,DAOD,JETM,data16_13TeV,10,156
2021-12-26,det-muon,EVNT,,mc15_13TeV,1,2
2021-12-19,,,,data16_13TeV,1,1
2021-12-19,phys-higgs,DAOD,PHYS,mc16_13TeV,174,354
2021-12-19,perf-muons,DAOD,MUON,mc16_13TeV,132,806
2022-03-06,perf-muons,DAOD,MUON,data16_13TeV,4,327
2021-12-19,,EVNT,,mc15_13TeV,40,47
2022-02-06,,DAOD,EXOT,mc16_13TeV,1838,3211
2021-12-19,,TXT,,mc15_13TeV,7,19
2021-12-26,,EVNT,,mc16_13TeV,105,458
2021-12-26,,DAOD,TAUP,mc16_13TeV,7,57
2021-12-26,,DAOD,HIGGD,data15_13TeV,481,481
2021-12-26,,AOD,,mc15_14TeV,17,39
2022-01-09,,DAOD,JETM,data16_13TeV,48,750
2021-12-26,phys-higgs,DAOD,STDM,mc16_13TeV,252,906
2021-12-26,,DAOD,TOPQ,data15_13TeV,10,660
2022-01-02,,DAOD,HIGGD,data17_13TeV,256,256
2022-01-02,,DAOD,IDNCB,data18_13TeV,184,184
2022-02-06,,DAOD,TOPQ,mc16_13TeV,3547,10118
2022-01-02,,DAOD,JETM,data15_13TeV,11,160
2022-01-02,phys-exotics,DAOD,TRUTH,mc15_13TeV,16,49
2022-01-09,,DAOD,BPHY,mc16_13TeV,133,192
2022-05-01,,DAOD,SUSY,mc16_13TeV,146,733
2022-01-09,phys-higgs,DAOD,HIGGD,mc16_13TeV,221,518
2022-01-09,,DAOD,HIGGD,data15_13TeV,173,173
2021-11-14,perf-muons,DAOD,MUON,data16_13TeV,3,286
2021-11-14,,DAOD,STDM,data15_13TeV,7,76
2021-11-21,,DAOD,PHYSVAL,mc16_13TeV,18,20
2021-11-21,phys-sm,EVNT,,mc15_13TeV,5,5
2021-11-21,,DAOD,FTAG,data15_13TeV,4,48
2021-11-28,phys-top,DAOD,TOPQ,mc16_13TeV,8,55
2021-12-05,,DAOD,FTAG,data16_13TeV,4,79
2021-12-12,,DAOD,SUSY,data15_13TeV,7,132
2021-12-26,,AOD,,data17_5TeV,3,15
2022-01-02,,ESD,,mc16_13TeV,3,5
2022-01-02,,EVNT,,mc15_13TeV,10,14
2021-11-21,,DAOD,MUON,data16_13TeV,11,312
2021-11-28,,AOD,,mc16_valid,3,3
2021-12-05,,,,data15_13TeV,2,2
2021-12-12,det-indet,HITS,,mc16_13TeV,3,84
2022-03-06,perf-muons,DAOD,MUON,data17_13TeV,5,505
2021-12-19,,AOD,,data15_13TeV,2,16
2021-12-26,,DAOD,PHYS,mc20_13TeV,4,4
2021-12-26,,AOD,,data17_13TeV,2,6
2022-01-02,det-indet,EVNT,,mc15_13TeV,2,2
2022-01-09,,DAOD,SUSY,data16_13TeV,11,293
2021-11-21,,AOD,,data15_13TeV,2,2
2021-12-05,perf-idtracking,,,data18_13TeV,3,3
2021-12-05,,DAOD,HION,mc16_5TeV,4,4
2021-12-05,,DAOD,EXOT,data15_13TeV,6,136
2021-12-19,,DAOD,SUSY,data15_13TeV,2,132
2022-01-09,,DAOD,SUSY,data17_13TeV,9,196
2022-01-16,,TXT,,mc15_13TeV,6,6
2021-12-05,phys-gener,EVNT,,mc16_13TeV,1,46
2022-03-20,,DAOD,PHYS,data17_13TeV,58,1422
2022-01-02,,DAOD,HDBS,mc16_13TeV,2,72
2021-12-19,,DAOD,BPHY,mc16_13TeV,1,1
2022-05-01,,EVNT,,mc16_13TeV,58,691
2022-03-06,perf-muons,DAOD,MUON,data15_13TeV,2,127
2021-12-19,,EVNT,,mc15_valid,1,1
2022-01-02,,DAOD,PHYS,data17_13TeV,2,54
2022-01-23,,DAOD,PHYS,mc16_13TeV,1615,3991
2022-02-06,,DAOD,TOPQ,data18_13TeV,4,776
2021-11-07,phys-hdbs,DAOD,HIGGD,data18_13TeV,1,194
2021-11-21,,log,,mc15_13TeV,1,3
2021-12-19,perf-jets,AOD,,mc16_13TeV,2,6
2022-03-06,perf-muons,DAOD,MUON,data18_13TeV,4,490
2022-01-09,,DAOD,TAUP,data17_13TeV,234,234
2022-01-09,,DAOD,TAUP,data16_13TeV,20,20
2022-01-09,,DAOD,HIGGD,data16_13TeV,306,478
2022-01-23,perf-muons,AOD,,data18_13TeV,48,470
2022-01-23,,DAOD,EXOT,data17_13TeV,262,1435
2022-01-09,,DAOD,PHYS,data17_13TeV,13,285
2022-01-16,,DAOD,PHYS,data17_13TeV,27,1060
2022-01-16,,DAOD,EXOT,data17_13TeV,20,881
2022-01-23,,DAOD,IDTIDE,data18_13TeV,2,2
2022-01-09,,DAOD,IDTIDE,data15_13TeV,13,13
2022-01-16,,AOD,,data15_13TeV,55,55
2022-01-16,,DAOD,HDBS,data18_13TeV,15,445
2022-02-20,,DAOD,HDBS,mc16_13TeV,42,205
2022-01-16,,DAOD,HDBS,mc16_13TeV,39,81
2022-01-16,,DAOD,JETM,data17_13TeV,76,1857
2022-01-23,,DAOD,FTAG,mc16_13TeV,77,183
2022-01-16,,DAOD,BPHY,data17_13TeV,14,1362
2022-02-20,,DAOD,SUSY,mc16_13TeV,2299,6069
2022-01-23,,DAOD,SUSY,data18_13TeV,233,701
2022-01-23,,DAOD,JETM,data17_13TeV,8,191
2022-01-23,,DAOD,TAUP,data16_13TeV,20,302
2022-01-30,phys-hdbs,DAOD,HIGGD,mc16_13TeV,459,1118
2022-01-23,,RDO,,mc16_13TeV,5,5
2022-01-23,,DAOD,SUSY,data15_13TeV,7,132
2022-01-23,,DAOD,RPVLL,mc16_13TeV,6,9
2022-01-23,,DAOD,PHYS,data17_13TeV,186,777
