DATETIME,WORKINGGROUP,INPUT_FORMAT_SHORT,INPUT_FORMAT_DESC,INPUT_PROJECT,N_TASKS,N_FILES
2017-07-30,,NTUP,COMMON,data12_8TeV,30,30
2017-07-30,,DAOD,TOPQ,mc16_13TeV,6,11
2017-07-30,,AOD,,mc12_8TeV,3,3
2017-05-28,,log,,mc15_13TeV,4,7
2017-06-04,,HITS,,mc15_13TeV,37,37
2018-01-21,,DAOD,STDM,mc16_13TeV,210,256
2017-06-11,,DAOD,FTAG,mc15_13TeV,16,19
2017-07-02,,DAOD,BPHY,mc15_13TeV,3,16
2017-07-02,,DAOD,IDTIDE,mc15_13TeV,13,13
2017-07-02,,AOD,,data15_hi,7,73
2017-07-09,det-indet,ESD,,mc16_13TeV,4,7
2017-07-16,,ESD,,data16_13TeV,2,2
2017-07-30,,ESD,,mc15_13TeV,17,19
2017-07-16,,RDO,,mc15_14TeV,1,1
2017-07-30,,ESD,,data16_13TeV,9,9
2017-07-30,,DAOD,BPHY,data16_13TeV,194,562
2017-07-23,,DAOD,ZMUMU,data16_13TeV,8,962
2017-07-23,,DAOD,JETM,data17_13TeV,1,48
2017-05-14,,log,,mc16_13TeV,1,1
2017-06-04,phys-exotics,DAOD,EXOT,data15_13TeV,6,84
2017-05-21,,DAOD,MUON,mc15_13TeV,5,50
2017-06-25,,DESDM,MCP,data16_13TeV,11,11
2017-07-09,,DAOD,IDTR,data15_13TeV,6,6
2017-08-13,,DAOD,HIGGD,data16_13TeV,387,998
2017-07-16,,DAOD,IDTRKLUMI,mc15_13TeV,17,51
2017-07-23,,AOD,,mc12_8TeV,7,22
2017-07-23,phys-sm,DAOD,HIGGD,mc15_13TeV,1,343
2017-07-23,,DAOD,JETM,data15_13TeV,5,518
2017-07-30,,DAOD,TRUTH,mc15_13TeV,62,66
2017-07-30,,DAOD,EXOT,data15_13TeV,550,1295
2017-05-07,,DAOD,MUON,mc15_13TeV,1,11
2017-05-07,perf-flavtag,AOD,,mc16_13TeV,2,2
2017-05-28,,DAOD,MUON,mc16_13TeV,1,1
2017-06-04,phys-susy,DAOD,RPVLL,mc15_13TeV,1,1
2017-08-13,,DAOD,JETM,data15_13TeV,7,493
2017-05-21,,DAOD,ZMUMU,data15_13TeV,2,2
2017-06-04,,DAOD,EGZ,data16_13TeV,1,1
2017-06-18,,AOD,,data12_8TeV,3,161
2017-06-25,,DAOD,FTAG,data15_13TeV,10,10
2017-07-16,,,,data17_comm,1,1
2017-07-30,,DAOD,IDTIDE,mc15_13TeV,1,1
2017-05-07,,DAOD,LCALO,data16_13TeV,1,1
2017-06-11,perf-idtracking,AOD,,mc16_13TeV,2,4
2017-07-09,perf-flavtag,AOD,,mc15_14TeV,1,1
2017-07-16,,DRAW,ZMUMU,data16_13TeV,4,4
2017-06-04,,log,,mc15_13TeV,7,10
2017-06-11,,DAOD,IDTRKVALID,mc16_valid,2,4
2017-07-09,phys-sm,DAOD,FTAG,mc15_13TeV,1,11
2017-06-04,perf-idtracking,DESDM,MCP,data16_13TeV,2,2
2017-06-11,,DAOD,IDTR,mc15_13TeV,2,4
2017-07-09,perf-muons,DAOD,MUON,mc16_13TeV,1,1
2017-05-14,,DESDM,ALLCELLS,data16_13TeV,1,1
2017-07-09,det-indet,HITS,,mc15_13TeV,2,4
2017-08-20,det-indet,DRAW,,mc15_valid,1,20
2017-05-28,,DRAW,ZMUMU,data16_13TeV,1,1
2017-06-11,,AOD,,mc16_valid,1,1
2017-07-09,,AOD,,mc15_pPb8TeV,6,6
2017-05-14,perf-flavtag,AOD,,mc15_13TeV,2,17
2017-06-04,,DAOD,SCTVALID,data17_13TeV,1,1
2017-06-04,,DRAW,ZMUMU,data17_13TeV,1,1
2017-06-18,,ESD,,mc16_valid,1,1
2017-07-02,,DAOD,ZMUMU,data15_13TeV,2,2
2017-10-29,,AOD,,data17_13TeV,370,588
2017-05-21,,ESD,,mc15_14TeV,1,1
2017-07-16,phys-exotics,DAOD,EXOT,mc15_13TeV,1,1
2017-06-11,phys-top,DAOD,TOPQ,mc16_13TeV,1,2
2017-06-11,,DAOD,RPVLL,mc15_13TeV,1,1
2017-08-13,,DAOD,EGAM,data16_13TeV,817,7044
2017-07-30,phys-higgs,DAOD,HIGGD,mc16_13TeV,66,108
2017-09-03,,DAOD,EXOT,mc15_13TeV,835,1105
2017-09-17,,DAOD,EGAM,data17_13TeV,2209,2209
2017-08-06,,HITS,,mc15_14TeV,42,44
2017-08-06,,DAOD,EXOT,mc16_13TeV,252,419
2017-08-06,,DAOD,EGAM,mc15_13TeV,73,443
2017-08-06,,DAOD,STDM,data15_13TeV,209,292
2017-08-06,,EVNT,,mc16_13TeV,73,106
2017-08-13,,DAOD,BPHY,data16_13TeV,189,344
2017-08-13,,DAOD,ZMUMU,data16_13TeV,156,156
2017-08-13,,AOD,,data15_hi,101,101
2017-08-13,,DAOD,FTAG,mc15_13TeV,134,182
2017-08-13,,DAOD,FTAG,data15_13TeV,171,245
2017-08-13,,DAOD,TOPQ,mc16_13TeV,116,225
2017-08-27,,DAOD,TOPQ,data15_13TeV,217,1413
2017-11-12,,DAOD,STDM,mc15_13TeV,359,629
2017-08-20,,AOD,,data16_13TeV,162,162
2017-08-20,,DAOD,HIGGD,data16_13TeV,1121,2406
2017-08-20,,DAOD,EXOT,data17_13TeV,205,205
2017-08-20,,AOD,,mc15_5TeV,127,141
2017-08-20,,DAOD,EGAM,data15_13TeV,299,4184
2017-08-20,phys-top,DAOD,TOPQ,data16_13TeV,20,300
2017-08-20,,DAOD,TOPQ,mc16_13TeV,218,421
2017-08-20,phys-higgs,DRAW,ZMUMU,data15_13TeV,2,2
2017-08-20,,DAOD,TAUP,data16_13TeV,280,280
2017-08-27,,ESD,,data16_13TeV,6,6
2017-08-27,,ESD,,mc15_13TeV,36,36
2017-08-27,,DAOD,TOPQ,data16_13TeV,355,3182
2017-08-27,,DAOD,EGAM,mc16_13TeV,100,186
2017-08-27,,DAOD,HION,data15_hi,187,187
2017-08-27,,DAOD,EGAM,data15_13TeV,195,195
2017-08-27,,DAOD,EGAM,mc15_13TeV,16,151
2017-08-27,,DAOD,SUSY,data15_13TeV,325,876
2017-08-27,,DAOD,TOPQ,data17_13TeV,60,60
2017-08-27,perf-idtracking,DAOD,FTAG,mc15_13TeV,45,60
2017-08-27,,DAOD,EXOT,data17_13TeV,59,163
2017-08-27,perf-flavtag,AOD,,mc15_14TeV,16,17
2017-08-27,,DAOD,BPHY,data17_13TeV,95,95
2017-09-03,,AOD,,mc15_14TeV,236,241
2017-09-03,phys-higgs,DAOD,HIGGD,data16_13TeV,150,150
2017-09-03,,EVNT,,mc16_13TeV,16,21
2017-09-10,,DAOD,JETM,mc15_13TeV,432,588
2017-09-10,,DAOD,SUSY,data16_13TeV,468,3258
2017-09-10,,AOD,,mc16_13TeV,231,397
2017-09-10,,DAOD,TOPQ,data16_13TeV,465,1042
2017-09-10,perf-muons,AOD,,mc15_13TeV,3,33
2017-09-10,,DAOD,BPHY,data16_13TeV,7,304
2017-09-17,,DAOD,TAUP,mc16_13TeV,2,4
2017-09-10,phys-higgs,DAOD,HIGGD,data17_13TeV,170,170
2017-09-10,,DAOD,FTAG,mc16_13TeV,188,376
2017-09-10,,DAOD,HIGGD,data17_13TeV,55,55
2017-09-10,,DAOD,TAUP,data16_13TeV,167,167
2017-09-24,,DAOD,STDM,mc15_13TeV,162,521
2017-09-17,,DAOD,JETM,data16_13TeV,985,2000
2017-09-17,,DAOD,SUSY,data15_13TeV,126,815
2017-09-17,,AOD,,mc15_14TeV,36,48
2017-09-17,phys-higgs,EVNT,,mc15_13TeV,29,65
2017-10-01,,DAOD,TOPQ,mc15_13TeV,1239,1884
2017-09-24,perf-muons,DAOD,MUON,mc16_13TeV,83,120
2017-09-17,,DAOD,FTAG,mc16_13TeV,7,9
2017-12-03,,DAOD,SUSY,mc15_13TeV,1199,1504
2017-09-24,,DAOD,JETM,mc16_13TeV,150,261
2017-09-24,,AOD,,mc15_14TeV,242,262
2017-09-24,det-muon,DESDM,TILEMU,data17_13TeV,42,42
2017-10-01,,DAOD,ZMUMU,data16_13TeV,62,527
2017-10-15,,DAOD,FTAG,mc15_13TeV,147,165
2017-09-24,,DAOD,FTAG,data15_13TeV,223,297
2017-10-01,,AOD,,data17_13TeV,329,342
2017-10-08,,DAOD,EXOT,mc15_13TeV,1244,1537
2017-10-01,,DAOD,ZMUMU,data17_13TeV,43,120
2017-10-01,,DAOD,HIGGD,mc16_13TeV,365,658
2017-10-01,,DAOD,MUON,data17_13TeV,5,5
2017-10-01,phys-higgs,DAOD,HIGGD,mc16_13TeV,512,843
2017-10-01,,ESD,,data16_13TeV,31,31
2017-10-08,phys-higgs,DAOD,HIGGD,data17_13TeV,5,142
2017-08-06,,DAOD,EGAM,mc16_13TeV,9,17
2017-08-06,,AOD,,mc16_valid,2,4
2017-08-13,,HITS,,mc15_14TeV,1,1
2017-08-06,,DAOD,EGAM,data17_13TeV,8,8
2017-08-13,phys-higgs,AOD,,mc15_13TeV,4,8
2017-08-13,,RDO,,mc16_13TeV,5,5
2017-08-27,phys-exotics,DAOD,EXOT,data16_13TeV,10,183
2017-09-10,phys-top,DAOD,TOPQ,data16_13TeV,7,102
2017-09-03,det-ibl,DRAW,ZMUMU,data17_13TeV,8,8
2017-09-10,,DAOD,FTAG,data17_13TeV,3,172
2017-09-17,perf-muons,DAOD,MUON,data16_13TeV,10,155
2017-10-15,,DAOD,IDPIXLUMI,data16_13TeV,17,17
2017-10-01,phys-higgs,EVNT,,mc15_13TeV,3,5
2017-10-01,det-muon,DESDM,TILEMU,data17_13TeV,1,1
2017-10-01,,AOD,,data15_13TeV,13,26
2017-10-01,,AOD,,data16_hip8TeV,40,41
2017-10-15,,DAOD,EXOT,data15_13TeV,174,467
2017-10-08,,DAOD,EXOT,data17_13TeV,6,6
2017-08-06,perf-idtracking,AOD,,mc16_13TeV,11,11
2017-08-13,,DAOD,FTAG,data17_13TeV,1,50
2017-08-27,,,,data17_13TeV,23,23
2017-09-03,perf-idtracking,AOD,,mc16_13TeV,1,1
2017-09-03,,,,data16_13TeV,2,2
2017-09-10,,DESDM,ZMUMU,data17_13TeV,3,3
2017-09-24,,AOD,,data12_8TeV,4,1164
2017-09-24,,NTUP,HI,mc12_5TeV,4,10
2017-10-29,,HITS,,mc16_13TeV,83,181
2017-07-30,,AOD,,mc15_pPb8TeV,10,10
2017-07-30,,DESDM,RPVLL,data12_8TeV,1,29
2017-08-13,,DAOD,IDTRKLUMI,mc15_13TeV,2,6
2017-08-13,,ESD,,mc16_13TeV,4,4
2017-09-03,,DAOD,TAUP,data16_13TeV,2,2
2017-09-24,det-indet,DRAW,,mc15_valid,1,20
2017-09-17,,DAOD,TAUP,data15_13TeV,6,6
2017-11-12,,DAOD,RPVLL,mc15_13TeV,4,4
2017-10-01,,DAOD,EXOT,data17_13TeV,3,3
2017-09-24,,AOD,,data16_hip8TeV,4,8
2017-10-08,,DAOD,MUON,data17_13TeV,20,20
2017-10-08,,DAOD,RPVLL,mc15_13TeV,64,64
2017-09-03,,EVNT,,mc12_8TeV,1,8
2017-09-10,,DAOD,FTAG,data15_13TeV,2,76
2017-09-24,,DAOD,IDTIDE,mc16_13TeV,3,3
2017-10-08,,DAOD,TRUTH,mc15_13TeV,548,640
2017-10-01,,DAOD,STDM,data15_13TeV,7,7
2017-10-08,phys-higgs,EVNT,,mc15_13TeV,1,3
2017-08-13,perf-idtracking,AOD,,mc16_13TeV,7,7
2017-09-24,phys-sm,DAOD,HIGGD,mc15_13TeV,1,242
2017-09-24,perf-jets,DESDM,TILEMU,data17_13TeV,1,1
2018-08-26,,AOD,,mc15_5TeV,8,16
2017-10-29,,ESD,,mc15_14TeV,53,55
2017-10-15,,DAOD,JETM,mc15_13TeV,851,1171
2017-08-13,,EVNT,,mc12_8TeV,2,2
2017-08-20,,DAOD,TAUP,data17_13TeV,1,1
2017-07-30,perf-idtracking,DAOD,EGZ,data17_13TeV,2,168
2017-09-24,,ESD,,data16_13TeV,3,3
2017-10-01,det-muon,ESD,,data17_13TeV,1,1
2017-09-10,,EVNT,,mc16_13TeV,2,2
2017-09-17,,NTUP,HI,data13_hip,1,1
2017-10-29,,AOD,,mc16_13TeV,332,669
2017-08-20,,DAOD,SCTVALID,data17_13TeV,2,2
2017-08-27,perf-muons,DAOD,MUON,mc16_13TeV,1,1
2017-10-29,,ESD,,mc15_13TeV,9,9
2017-08-13,phys-sm,DAOD,HIGGD,data15_13TeV,1,84
2017-08-06,,DAOD,BPHY,data17_13TeV,2,122
2017-08-27,,DAOD,IDNCB,data16_13TeV,1,1
2017-09-24,,,,data16_13TeV,1,1
2017-10-08,,AOD,,data16_hip8TeV,2,2
2017-08-20,,DAOD,BPHY,mc15_13TeV,1,1
2017-09-03,,DAOD,IDNCB,data16_13TeV,1,1
2017-09-10,phys-sm,DAOD,HIGGD,data15_13TeV,1,84
2017-09-10,phys-sm,DAOD,HIGGD,mc15_13TeV,2,338
2017-09-10,,DAOD,FTAG,data16_13TeV,2,2
2017-10-01,,NTUP,PHYSVAL,data15_13TeV,1,1
2017-10-01,,DAOD,RPVLL,mc15_13TeV,2,2
2017-07-30,,DAOD,IDPIXLUMI,data17_13TeV,1,1
2017-08-13,,DAOD,MUON,mc15_13TeV,1,11
2017-10-01,det-indet,HITS,,mc15_13TeV,1,2
2017-10-15,,AOD,,data17_13TeV,80,507
2017-10-08,,RDO,,mc16_13TeV,8,12
2017-10-08,det-muon,DESDM,TILEMU,data17_13TeV,10,10
2017-10-15,,ESD,,data16_13TeV,102,102
2017-10-15,,DAOD,SUSY,data16_13TeV,334,1861
2017-10-15,,DAOD,JPSIMUMU,data12_8TeV,22,283
2017-10-15,,ESD,,data17_13TeV,129,129
2017-10-15,perf-jets,DAOD,JETM,mc16_13TeV,34,68
2018-01-28,,DAOD,EGAM,data16_13TeV,440,22367
2017-10-29,,DAOD,FTAG,mc16_13TeV,455,809
2017-10-22,,ESD,,mc15_14TeV,18,18
2018-02-25,,DAOD,HIGGD,data15_13TeV,511,794
2017-10-22,,DAOD,EXOT,data15_13TeV,240,1683
2017-10-29,phys-higgs,DAOD,HIGGD,data15_13TeV,347,347
2017-10-29,,DAOD,JETM,mc16_13TeV,225,415
2017-10-29,,DAOD,TAUP,mc16_13TeV,268,268
2017-10-29,,EVNT,,mc15_13TeV,46,67
2017-10-29,,AOD,,mc12_8TeV,69,205
2017-10-29,,ESD,,data17_13TeV,19,19
2017-11-05,,DAOD,FTAG,mc16_13TeV,384,719
2017-11-05,,RDO,,mc16_13TeV,6,6
2017-10-29,,DAOD,EGAM,mc15_13TeV,7,74
2017-11-05,,DAOD,TOPQ,mc16_13TeV,296,532
2017-11-05,,DAOD,IDTIDE,mc16_13TeV,10,10
2017-11-05,,DAOD,JETM,data17_13TeV,2357,4352
2017-11-05,,DAOD,SUSY,mc15_13TeV,2329,3026
2017-12-17,,,,data17_13TeV,70,70
2017-11-05,trig-daq,,,data17_13TeV,543,543
2017-11-05,,DAOD,BPHY,data16_13TeV,119,308
2017-11-12,,DAOD,SUSY,data16_13TeV,281,2224
2017-11-05,,DAOD,HION,data16_hip8TeV,73,73
2017-11-05,phys-higgs,DAOD,HIGGD,data16_13TeV,158,158
2017-11-26,,DAOD,TOPQ,data16_13TeV,165,4426
2017-12-10,,DAOD,TOPQ,mc15_13TeV,517,606
2017-11-05,,DAOD,TAUP,mc16_13TeV,14,14
2017-11-12,,DAOD,TRUTH,mc12_14TeV,261,265
2017-11-12,,DAOD,TAUP,data17_13TeV,30,30
2017-11-12,,DAOD,BPHY,mc15_13TeV,11,14
2017-11-12,,AOD,,data17_900GeV,1,1
2017-11-12,,DAOD,MUON,data16_13TeV,607,666
2017-11-12,,AOD,,mc15_5TeV,9,11
2017-11-12,,DAOD,TOPQ,data17_13TeV,157,337
2017-11-12,,DAOD,EGAM,data17_13TeV,639,639
2017-11-12,,DAOD,IDTIDE,data17_13TeV,551,551
2017-11-19,,DAOD,JETM,mc15_13TeV,177,267
2017-11-19,,DAOD,EXOT,mc16_13TeV,182,335
2017-11-19,,AOD,,data16_13TeV,424,510
2017-11-19,,DAOD,JETM,data16_13TeV,4541,5360
2017-11-19,,AOD,,data17_5TeV,195,195
2017-11-19,,ESD,,data16_13TeV,54,54
2017-11-26,,DAOD,SUSY,mc16_13TeV,568,989
2017-11-19,,DAOD,TOPQ,data15_13TeV,92,1133
2017-11-19,,DAOD,ZMUMU,data17_13TeV,3,147
2017-11-19,,DAOD,FTAG,data16_13TeV,21,171
2017-11-19,,NTUP,COMMON,mc12_8TeV,28,191
2017-11-19,perf-jets,DAOD,JETM,data15_13TeV,92,92
2017-11-26,perf-jets,DAOD,JETM,data15_13TeV,116,116
2018-02-18,,AOD,,mc15_13TeV,125,150
2017-11-19,,DAOD,MUON,data15_13TeV,69,141
2017-12-10,,DAOD,STDM,mc15_13TeV,266,1269
2017-11-26,,DAOD,STDM,data17_13TeV,179,179
2017-11-26,phys-higgs,DAOD,HIGGD,data16_13TeV,363,906
2017-11-26,phys-exotics,DAOD,HIGGD,data16_13TeV,296,296
2017-12-03,phys-exotics,DAOD,HIGGD,data16_13TeV,299,299
2017-12-03,perf-jets,DAOD,JETM,data16_13TeV,2741,4153
2017-12-03,,DAOD,BPHY,data16_13TeV,187,303
2017-12-03,,AOD,,mc15_14TeV,61,79
2017-12-03,phys-higgs,DAOD,HIGGD,data15_13TeV,113,113
2017-12-03,,DAOD,MUON,data16_13TeV,182,182
2017-12-03,,AOD,,data17_13TeV,45,687
2017-12-03,,DAOD,HIGGD,data15_13TeV,22,352
2017-12-24,,DAOD,TOPQ,mc15_13TeV,95,275
2017-12-10,,DAOD,TOPQ,mc16_13TeV,1130,2043
2017-12-31,,DAOD,EGAM,data17_13TeV,1348,1352
2017-12-10,,DAOD,JETM,data17_13TeV,202,483
2017-12-10,,DAOD,FTAG,mc15_13TeV,15,18
2017-12-10,,DAOD,TRUTH,mc12_14TeV,242,250
2017-12-10,,RDO,,mc16_13TeV,12,12
2017-10-08,perf-muons,DAOD,MUON,mc15_13TeV,23,75
2017-10-08,,NTUP,SMLIGHT,mc12_8TeV,9,54
2017-10-15,,AOD,,data15_hi,6,6
2017-10-29,,DAOD,IDPIXLUMI,data16_13TeV,19,19
2017-11-12,,NTUP,COMMON,data12_8TeV,10,462
2017-11-05,,DESDM,MCP,data16_13TeV,9,9
2017-11-05,,,,data17_900GeV,3,3
2017-11-12,,EVNT,,mc15_valid,28,28
2017-11-19,,DAOD,EXOT,data17_13TeV,16,16
2017-11-12,,DAOD,TAUP,mc15_13TeV,13,40
2017-11-12,phys-higgs,EVNT,,mc15_13TeV,6,11
2017-11-19,,ESD,,data17_5TeV,4,4
2017-12-17,,DAOD,HIGGD,data17_13TeV,185,1998
2017-11-19,perf-tau,AOD,,mc15_14TeV,21,23
2018-01-07,,DAOD,IDPIXLUMI,data17_13TeV,39,39
2017-11-26,,DAOD,HION,data16_hip8TeV,31,31
2017-12-03,,DAOD,IDTIDE,mc16_valid,6,6
2017-12-17,,DAOD,EXOT,data16_13TeV,149,1452
2017-12-10,,DAOD,MUON,data17_13TeV,144,144
2017-10-08,,AOD,,mc15_pPb8TeV,19,38
2017-10-15,,DAOD,MUON,data17_13TeV,4,4
2017-11-12,,DAOD,TRUTH,mc16_13TeV,2,2
2017-10-22,,DAOD,TRUTH,mc16_13TeV,4,4
2017-11-05,perf-jets,DAOD,JETM,mc16_13TeV,3,6
2017-11-05,,NTUP,HI,mc12_5TeV,4,6
2017-11-12,phys-higgs,DAOD,TRUTH,mc15_13TeV,6,6
2017-11-19,,EVNT,,mc15_valid,4,4
2017-11-26,,AOD,,data16_13TeV,51,275
2017-12-24,,DAOD,HIGGD,data17_13TeV,19,91
2017-12-10,perf-jets,DAOD,JETM,data15_13TeV,14,136
2017-11-12,,DAOD,BPHY,data16_13TeV,7,7
2017-10-29,,DAOD,LCALO,data16_13TeV,7,7
2017-10-29,,,,data16_13TeV,2,2
2017-11-19,,DRAW,ZMUMU,data16_13TeV,2,2
2017-12-17,,DRAW,ZMUMU,data16_13TeV,7,7
2017-12-17,phys-exotics,DAOD,HIGGD,mc16_13TeV,75,137
2017-10-15,,AOD,,data15_5TeV,1,1
2017-11-05,,,,data15_cos,1,1
2021-04-04,,AOD,,mc15_14TeV,96,103
2017-12-03,,EVNT,,mc15_valid,3,3
2017-10-08,perf-muons,DAOD,SUSY,mc16_13TeV,1,2
2017-10-08,,DAOD,IDTIDE,mc16_13TeV,1,1
2017-10-15,,AOD,,mc15_valid,1,1
2017-11-05,,TXT,,mc15_13TeV,6,57
2017-12-10,,DAOD,TAUP,mc15_13TeV,5,63
2018-01-28,,DAOD,HION,data15_hi,32,32
2017-10-22,,DAOD,TAUP,data15_13TeV,3,3
2017-11-05,,DAOD,MUON,data17_13TeV,5,5
2017-12-10,,DAOD,TAUP,data15_13TeV,2,2
2018-01-14,,DAOD,SUSY,mc16_13TeV,2290,5073
2017-11-05,,EVNT,,mc15_valid,5,5
2017-11-12,,DAOD,IDTIDE,mc16_13TeV,7,7
2017-10-22,,DAOD,MUON,mc15_13TeV,1,5
2019-03-10,,AOD,,mc16_13TeV,365,844
2018-02-25,,AOD,,data15_hi,92,92
2017-11-19,,DESDM,SLTTMU,data16_13TeV,1,1
2017-10-15,,DAOD,LCALO,data17_13TeV,1,1
2017-11-19,phys-higgs,AOD,,mc16_13TeV,1,1
2017-10-15,,DAOD,LCALO,data16_13TeV,1,1
2017-10-22,,DAOD,STDM,data17_13TeV,2,2
2017-10-22,perf-egamma,DAOD,STDM,mc16_13TeV,1,1
2017-12-03,,DESDM,ZMUMU,data17_13TeV,1,33
2017-12-17,,DAOD,EGAM,mc15_13TeV,14,30
2017-10-08,,DESDM,ALLCELLS,data16_13TeV,1,1
2017-10-22,,DAOD,ZMUMU,data16_13TeV,1,156
2017-11-19,,DAOD,MUON,mc16_13TeV,1,2
2018-04-29,,DAOD,SUSY,mc15_13TeV,222,270
2018-03-11,,EVNT,,mc15_13TeV,39,48
2017-12-17,det-ibl,DRAW,ZMUMU,data17_13TeV,15,15
2017-12-17,,DAOD,SUSY,data15_13TeV,44,131
2017-12-17,,DAOD,EXOT,data15_13TeV,146,727
2017-12-17,,DAOD,TAUP,data15_13TeV,75,75
2017-12-24,,DAOD,TAUP,data16_13TeV,29,29
2017-12-17,,TXT,,mc15_13TeV,14,252
2017-12-17,,DAOD,IDTIDE,data16_13TeV,674,674
2017-12-17,,DAOD,HIGGD,mc16_13TeV,205,281
2018-01-14,,,,data17_13TeV,1510,1510
2017-12-17,phys-higgs,DAOD,HIGGD,data15_13TeV,72,250
2017-12-17,,DAOD,ZMUMU,data17_13TeV,52,332
2017-12-17,perf-egamma,DAOD,STDM,data16_13TeV,183,183
2017-12-24,,DAOD,EXOT,data17_13TeV,36,36
2017-12-31,,AOD,,data17_13TeV,14,14
2017-12-31,,AOD,,mc15_5TeV,32,40
2017-12-31,,AOD,,mc15_13TeV,105,145
2017-12-31,,DAOD,SUSY,data17_13TeV,169,169
2017-12-31,phys-higgs,DAOD,HIGGD,mc16_13TeV,450,650
2017-12-31,,DAOD,EXOT,data17_13TeV,107,107
2017-12-31,,DAOD,RPVLL,mc15_13TeV,11,11
2017-12-31,,DAOD,EGAM,mc16_13TeV,50,74
2017-12-31,,DAOD,IDTIDE,data17_13TeV,300,300
2017-12-31,,DAOD,IDTIDE,data16_13TeV,412,412
2018-01-07,,DAOD,TOPQ,data15_13TeV,28,588
2017-12-31,,DAOD,EGAM,data16_13TeV,292,294
2018-01-07,,DAOD,TAUP,mc15_13TeV,7,33
2018-01-07,phys-higgs,DAOD,HIGGD,data16_13TeV,169,182
2018-01-07,perf-jets,DAOD,JETM,data15_13TeV,106,206
2018-01-07,,DAOD,ZMUMU,data17_13TeV,7,142
2018-01-07,,RDO,,mc16_13TeV,36,36
2018-01-14,phys-higgs,DAOD,HIGGD,data16_13TeV,762,1065
2018-01-14,,DAOD,STDM,mc16_13TeV,1097,1380
2018-01-14,,DAOD,STDM,data16_13TeV,1058,2331
2018-01-14,,DAOD,TOPQ,data17_13TeV,111,1072
2018-01-21,,AOD,,mc16_13TeV,252,996
2018-01-07,,DAOD,BPHY,data16_13TeV,30,30
2018-01-28,phys-exotics,DAOD,HIGGD,mc16_13TeV,41,52
2018-01-14,,DAOD,IDTIDE,data17_13TeV,667,667
2018-01-14,,DAOD,TOPQ,data16_13TeV,120,3395
2018-01-14,perf-egamma,DAOD,STDM,mc16_13TeV,69,91
2018-01-21,,DAOD,SUSY,data16_13TeV,1703,3101
2018-01-14,,DAOD,SUSY,data15_13TeV,950,1676
2018-01-14,phys-higgs,DAOD,HIGGD,data17_13TeV,179,563
2018-01-21,,DAOD,FTAG,mc16_13TeV,405,754
2018-02-11,,DAOD,EGAM,data15_13TeV,308,25609
2018-01-28,,DAOD,EGAM,data17_13TeV,1142,12504
2018-01-21,perf-jets,DAOD,JETM,mc16_13TeV,654,1248
2018-01-21,,DAOD,FTAG,data16_13TeV,157,157
2018-01-21,,ESD,,mc16_13TeV,3,3
2018-02-04,phys-higgs,DAOD,HIGGD,mc15_13TeV,24,49
2018-01-21,,DAOD,JETM,mc15_13TeV,194,252
2018-01-21,,DAOD,EGAM,mc15_13TeV,5,55
2018-01-21,phys-higgs,DAOD,HIGGD,mc15_13TeV,196,255
2018-02-04,,DAOD,HIGGD,mc15_13TeV,324,422
2018-01-21,,DAOD,TRUTH,mc16_5p44TeV,25,25
2018-01-21,,DAOD,ZMUMU,data17_13TeV,178,250
2018-01-28,,DAOD,HIGGD,data16_13TeV,1632,1985
2018-03-11,phys-higgs,DAOD,HIGGD,mc16_13TeV,1590,1898
2018-01-28,,DAOD,TOPQ,data17_13TeV,15,2146
2018-01-21,perf-jets,DAOD,JETM,data17_13TeV,31,31
2018-01-28,perf-jets,DAOD,JETM,data15_13TeV,106,114
2018-01-28,perf-jets,DAOD,JETM,data16_13TeV,156,156
2018-01-28,,DAOD,STDM,data17_13TeV,205,305
2018-01-28,,TXT,,mc15_13TeV,15,195
2018-01-28,,DAOD,FTAG,data16_13TeV,24,613
2018-01-28,,DAOD,HIGGD,data17_13TeV,792,1033
2018-02-04,phys-higgs,DAOD,TOPQ,mc16_13TeV,297,538
2018-02-04,,DAOD,TOPQ,data15_13TeV,38,700
2018-02-18,,DAOD,EXOT,data15_13TeV,584,1684
2018-02-11,,DAOD,TOPQ,mc16_13TeV,1310,2164
2018-02-04,,EVNT,,mc15_13TeV,101,117
2018-02-04,perf-jets,DAOD,JETM,mc16_13TeV,1119,2127
2018-02-04,,DAOD,TRUTH,mc16_13TeV,108,220
2018-02-04,,DAOD,HION,data15_hi,92,92
2018-02-11,,DAOD,SUSY,data17_13TeV,430,1346
2018-02-11,perf-tau,AOD,,mc15_14TeV,14,15
2018-02-11,perf-tau,DAOD,HIGGD,mc15_13TeV,36,46
2018-02-11,,DAOD,JETM,data16_13TeV,596,2961
2018-02-11,,DAOD,JETM,data15_13TeV,139,498
2018-02-11,,DAOD,TAUP,data15_13TeV,66,66
2018-03-04,,DAOD,TOPQ,mc16_13TeV,803,1217
2018-02-11,,DAOD,IDTRKVALID,data15_13TeV,3,3
2018-02-18,,DAOD,HIGGD,data15_13TeV,301,740
2018-02-18,,DAOD,EXOT,data16_13TeV,512,2066
2018-02-18,,DAOD,TRUTH,mc15_14TeV,67,118
2018-03-18,perf-tau,DAOD,TAUP,mc16_13TeV,5,5
2018-03-04,,DAOD,EXOT,mc16_13TeV,648,1049
2018-02-18,,DAOD,JETM,data17_13TeV,206,845
2018-02-18,,DAOD,STDM,data15_13TeV,151,269
